,SRR4425681,SRR4425689,SRR4425686,SRR4425695,SRR4425687,SRR4425688,SRR4425694,SRR4425690,SRR4425683,SRR4425685,SRR4425656,SRR4425684,SRR4425692,SRR4425691,SRR4425696,SRR4425682
MEG_907|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2022|Metals|Copper_resistance|Copper_resistance_protein|COPA,0,0,0,0,0,0,385,0,0,0,341,0,577,203,0,0
MEG_7662|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_701|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_953|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6763|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,173,0,920,148,0,0,0,30,270,196,0,375,0,0,172,262
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6583|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,22,0,32,0,0,0,0
MEG_3887|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
MEG_1230|Metals|Iron_resistance|Iron_resistance_protein|BFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2828|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,39,11,83,12,48,0,0,28,179,62,0,0,0,0,58,33
MEG_229|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1122|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|ARNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6116|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7065|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
MEG_6887|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6611|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,17,0,38,0,0,0,0
MEG_205|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3894|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,49,3,294,36,0,7,0,6,78,34,0,165,0,0,63,103
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,73,0,517,111,10,0,0,23,182,89,0,245,0,0,115,134
MEG_2479|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2669|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5209|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2621|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6812|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6776|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3985|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,1431,0,0,0,0,0,1582,3138,948,3099,0,0,0,0
MEG_4208|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4038|Drugs|MLS|Macrolide_phosphotransferases|MPHC,0,0,23,0,0,0,0,0,0,28,0,0,0,0,0,0
MEG_2963|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2772|Drugs|MLS|23S_rRNA_methyltransferases|ERM,56,0,0,0,30,0,0,37,0,0,0,0,0,0,23,28
MEG_1782|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CMTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,335,72,285,128,277,87,0,220,763,424,0,36,0,0,605,903
MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_905|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,150,0,722,92,17,0,0,34,181,120,0,333,0,0,146,205
MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,0,3,186,0,0,0,0,0,38,14,0,13,0,0,0,0
MEG_805|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3962|Drugs|betalactams|Class_C_betalactamases|MIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1912|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_320|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,993,0,0,0,0,0,546,1117,0,1055,0,0,0,0
MEG_3597|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6581|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,28,0,26,0,0,0,0
MEG_2428|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6576|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,17,0,79,10,0,0,0,0,47,11,0,39,0,0,17,16
MEG_3012|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,1151,0,2144,353,882,0,0,723,1148,2160,0,1807,0,0,758,1129
MEG_979|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6008|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6588|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,16,0,31,0,0,0,0
MEG_7015|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
MEG_7197|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3124|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2618|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7074|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3778|Drugs|betalactams|Penicillin_binding_protein|MECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,1255,34,539,165,157,16,328,104,771,414,384,161,250,117,698,1023
MEG_3816|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,1424,0,0,1506,0,0,0,0,0,0,0,0
MEG_3642|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1668|Drugs|betalactams|Class_B_betalactamases|CFIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1637|Drugs|betalactams|Class_A_betalactamases|CBLA,0,0,0,0,0,0,0,0,112,30,0,0,0,0,0,0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,30,0,192,30,0,0,0,0,52,0,0,31,0,0,89,45
MEG_6906|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_304|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
MEG_862|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6683|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7463|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4126|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRCN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6678|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6714|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5802|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_293|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2208|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1769|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5090|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7817|Biocides|Paraquat_resistance|Paraquat_efflux_pump|YDDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6822|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6799|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_792|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1525|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,499,0,354,0,542,0,287,473,502,508,0,0,0,0,601,750
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,98,0,485,59,0,0,0,0,175,93,0,202,0,0,92,153
MEG_796|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,8,0,0,0,0,0,0,0,0,16,0,0,0,0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7124|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,588,0,0,0,0,0,162,277,0,122,0,0,0,0
MEG_882|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1007|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,92,0,446,64,0,0,0,19,156,72,0,179,0,0,91,130
MEG_3812|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6878|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4334|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3114|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE,976,0,1732,474,0,0,139,0,370,333,201,382,91,44,744,1503
MEG_764|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,25,0,15,0,0,0,0
MEG_7173|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,912,45,376,474,217,56,0,216,198,313,0,130,0,0,918,1041
MEG_1962|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_941|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,14,0,0,0,0,0,0,46,0,34,0,0,0,0
MEG_2938|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7377|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,151,0,733,82,0,0,0,0,202,116,0,155,0,0,145,272
MEG_1879|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6052|Metals|Chromium_resistance|Chromium_resistance_protein|RECG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_215|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7084|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1284|Drugs|betalactams|Class_C_betalactamases|BLAEC,0,0,111,0,0,0,0,0,64,27,0,117,0,0,0,0
MEG_364|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,204,0,0,0,0,0,185,305,0,195,0,0,0,0
MEG_6095|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_322|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,7864,5356,520,4112,19847,5597,0,15811,2170,1869,0,434,0,0,9025,15094
MEG_4129|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,81,0,407,68,0,0,0,0,131,68,0,187,0,0,87,131
MEG_6621|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1710|Metals|Chromium_resistance|Chromium_resistance_protein|CHRB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3122|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7683|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,56,0,0,0,0,0,0,0,0,62,0,55,0,0,39,101
MEG_2431|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4771|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5844|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7142|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,160,0,0,0,0,0,63,114,0,97,0,0,0,0
MEG_226|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6098|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,640,0,0,0,0,0,303,629,0,0,0,0,0,0
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,95,0,540,73,0,0,0,20,246,88,0,295,0,0,109,194
MEG_7085|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6128|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,680,0,0,0,0,0,377,737,0,0,0,0,0,0
MEG_3113|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4840|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1554|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6638|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,19,0,227,10,0,8,0,13,78,18,0,26,0,0,37,31
MEG_938|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3125|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3237|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5395|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_202|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_829|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1878|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,215,0,1432,161,0,0,0,31,647,1814,0,2558,0,0,207,314
MEG_809|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1518|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3895|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4677|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2499|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7462|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_347|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,30,0,209,52,0,0,0,0,84,25,0,106,0,0,31,49
MEG_2450|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,54,0,277,42,0,0,0,0,90,66,0,99,0,0,59,73
MEG_2814|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,260,0,0,0,0,0,139,226,0,181,0,0,0,0
MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,0,0,2335,0,594,181,151,447,465,394,138,409,151,70,47,59
MEG_5827|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6844|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,393,0,2274,383,0,0,0,0,812,376,0,878,0,0,449,529
MEG_2841|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,399,109,580,83,567,175,0,433,122,15,0,12,0,0,138,471
MEG_7017|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3607|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,0,0,61,0,0,0,0,0,58,74,0,48,0,0,0,0
MEG_7659|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7646|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2481|Drugs|betalactams|Class_A_betalactamases|DES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2987|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3111|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3952|Drugs|betalactams|Class_C_betalactamases|MIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,59,0,371,49,9,6,0,19,98,66,0,139,0,0,60,95
MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,180,0,1051,170,0,18,0,0,331,200,0,439,0,0,206,299
MEG_6021|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6743|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5396|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6724|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,67,0,305,40,0,0,0,0,103,53,0,136,0,0,51,103
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,5643,2112,15047,2763,7350,2706,2327,6447,7474,8765,2378,8590,2690,1002,5829,7510
MEG_3826|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6522|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2475|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1876|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3824|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,532,0,297,0,74,135,181,80,86,0,56,21,0,0
