SRR4425681,SRR4425689,SRR4425715,SRR4425701,SRR4425700,SRR4425686,SRR4425680,SRR4425695,SRR4425678,SRR4425687,SRR4425719,SRR4425688,SRR4425667,SRR4425699,SRR4425705,SRR4425716,SRR4425713,SRR4425708,SRR4425707,SRR4425694,SRR4425690,SRR4425659,SRR4425683,SRR4425685,SRR4425668,SRR4425693,SRR4425704,SRR4425670,SRR4425662,SRR4425712,SRR4425676,SRR4425706,SRR4425677,SRR4425702,SRR4425656,SRR4425660,SRR4425718,SRR4425709,SRR4425703,SRR4425672,SRR4425673,SRR4425697,SRR4425710,SRR4425684,SRR4425666,SRR4425714,SRR4425711,SRR4425717,SRR4425671,SRR4425679,SRR4425661,SRR4425698,SRR4425669,SRR4425692,SRR4425664,SRR4425657,SRR4425675,SRR4425691,SRR4425696,SRR4425658,SRR4425682,SRR4425663,SRR4425665,SRR4425674
MEG_965|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,440.0,198.0,0,0,0,0,0,0,54.0,0,8609.0,91.0,0,0,24.0,0,0,0,0,245.0,0,0,1982.0,0,135.0,573.0,224.0,0,0,0,0,280.0,0,224.0,62.0,0,142.0,0,0,132.0,281.0,0,30909.0,1232.0,657.0,0,0,0,392.0,441.0,2421.0,0,37158.0,12.0,0,0,0,72.0,0,21201.0,11708.0,0
MEG_4173|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,122.0,0,99735.0,33334.0,18665.0,597.0,83.0,116.0,160.0,10.0,6806.0,8.0,184.0,10260.0,5143.0,0,12802.0,0,106.0,0,12.0,80058.0,127.0,107.0,126.0,799.0,35980.0,122.0,71294.0,4548.0,81.0,20592.0,97.0,21036.0,0,40479.0,7408.0,133.0,11949.0,0,124.0,44234.0,56453.0,289.0,945.0,39649.0,65221.0,0,0,261.0,60458.0,27210.0,98.0,0,1134.0,21243.0,105.0,0,129.0,68617.0,190.0,531.0,508.0,53.0
MEG_3857|Metals|Mercury_resistance|Mercury_resistance_protein|MERC,18.0,0,100.0,48.0,0,33.0,12.0,17.0,33.0,0,162.0,0,0,8.0,0,15.0,0,0,38.0,0,0,30.0,0,23.0,31.0,0,46.0,0,328.0,0,12.0,0,46.0,88.0,0,135.0,0,0,18.0,0,28.0,41.0,119.0,167.0,510.0,182.0,851.0,0,17.0,22.0,150.0,11.0,51.0,0,534.0,31.0,0,0,45.0,0,11.0,573.0,310.0,0
MEG_4036|Drugs|MLS|Macrolide_phosphotransferases|MPHC,0,0,1050.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.0,0,0,1215.0,553.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_373|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.0,0,0,0,0,0,0,0,0,0,187.0,0,0,0,0,0,0,116.0,74.0,0
MEG_4758|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.0,0,0,0,0,0,0,20.0,0,0,392.0,0,0,0,0,0,0,240.0,160.0,0
MEG_3854|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,0,0,0,0,0,0,0,0,0,81.0,0,0,0,0,0,0,104.0,45.0,0
MEG_1131|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,0,0,0,0,0,0,0,84.0,0,0,0,0,0,0,39.0,0,0
MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,97.0,0,103345.0,43801.0,9561.0,396.0,50.0,111.0,250.0,0,5423.0,0,133.0,12491.0,5034.0,0,12004.0,0,0,0,0,64768.0,203.0,90.0,111.0,416.0,30292.0,96.0,55655.0,4522.0,54.0,18496.0,93.0,41305.0,0,48815.0,5029.0,116.0,14589.0,0,132.0,26412.0,75796.0,222.0,1485.0,49669.0,93945.0,0,0,218.0,94492.0,42872.0,146.0,0,1961.0,8791.0,51.0,0,68.0,43343.0,95.0,1089.0,758.0,0
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,60.0,0,73063.0,15062.0,7490.0,240.0,45.0,65.0,94.0,0,5291.0,0,82.0,5967.0,2319.0,0,9671.0,0,0,0,0,53285.0,92.0,65.0,47.0,446.0,15497.0,75.0,49730.0,3532.0,35.0,7687.0,28.0,14217.0,0,33157.0,5116.0,67.0,6775.0,0,85.0,17786.0,45148.0,129.0,781.0,35811.0,60627.0,0,0,129.0,56414.0,15758.0,54.0,0,961.0,7097.0,62.0,0,53.0,30266.0,78.0,592.0,505.0,0
MEG_6104|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,1909.0,0,0,0,0,0,0,0,0,0,0,0,1602.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416807.0,0,0,0,0,0,0,0,2991.0,0,553545.0,0,0,0,0,0,0,339144.0,151847.0,0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,7742.0,4090.0,14610.0,18342.0,6852.0,33023.0,4942.0,4628.0,16193.0,12503.0,13870.0,4770.0,7350.0,5559.0,4957.0,11895.0,4551.0,5434.0,16135.0,11547.0,11242.0,3713.0,13170.0,7787.0,12623.0,35593.0,26446.0,11404.0,2222.0,3859.0,7409.0,9076.0,5256.0,3397.0,11189.0,3676.0,8869.0,11567.0,4439.0,11255.0,9600.0,3423.0,6765.0,11279.0,8227.0,2009.0,2341.0,12245.0,11934.0,15879.0,1676.0,2655.0,17266.0,14044.0,4524.0,13312.0,9110.0,4495.0,8625.0,36365.0,13019.0,13087.0,16471.0,5407.0
MEG_7251|Drugs|betalactams|Class_A_betalactamases|TLA,0,0,0,0,0,0,0,0,0,0,0,0,885.0,0,0,0,0,0,0,0,0,0,0,0,191.0,0,0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5843.0,0,0,0,0,0,0,0,237.0,0,6965.0,0,0,0,0,0,0,4341.0,2585.0,0
MEG_7541|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,0,0,0,0,0,0,0,0,257.0,183.0,0,0,24.0,0,0,0,0,0,0,0,0,0
MEG_787|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,857.0,347.0,129.0,0,0,0,0,0,59.0,0,6523.0,151.0,86.0,0,0,0,0,0,0,338.0,0,0,1525.0,0,227.0,386.0,385.0,44.0,0,0,0,490.0,0,316.0,49.0,0,171.0,0,0,199.0,345.0,0,23276.0,1051.0,978.0,0,0,0,699.0,1046.0,1914.0,0,30081.0,26.0,0,0,0,187.0,0,16917.0,9797.0,0
MEG_1756|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,29.0,0,0,0,0,0,0,0,214.0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203.0,0,0,0,0,0,0,1920.0,56.0,0,1444.0,0,0,0,0,0,0,676.0,528.0,0
MEG_2444|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CUID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6867|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,12059.0,11588.0,5840.0,0,0,0,0,0,0,0,0,973.0,0,0,0,0,0,0,0,9967.0,0,0,0,0,1616.0,0,27654.0,0,0,11653.0,0,0,0,6142.0,0,0,3724.0,0,0,0,30403.0,0,0,16669.0,0,0,0,0,13447.0,6291.0,0,0,0,2942.0,0,0,0,0,0,0,0,0
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,0,0,0,0,0,0,0,0,0,0,2043.0,0,0,0,0,0,0,0,0,188.0,0,0,708.0,0,0,197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.0,0,42016.0,0,3533.0,88.0,0,0,0,120.0,1182.0,183.0,54054.0,0,0,0,0,0,0,29753.0,14796.0,0
MEG_7078|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG,0,0,0,0,0,0,0,0,0,0,0,0,292.0,0,0,0,498.0,0,0,0,0,863.0,0,0,0,0,0,0,383.0,0,0,0,0,0,0,479.0,0,0,0,0,0,328.0,0,0,3240.0,0,0,0,0,0,112.0,91.0,84.0,0,4035.0,0,0,0,0,0,0,2475.0,1106.0,0
MEG_3617|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0,0,0,0,0,0,0,0,0,0,0,0,172.0,0,0,0,0,0,0,0,0,45.0,0,0,80.0,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8304.0,0,0,14.0,0,0,0,0,108.0,0,10645.0,0,0,0,0,0,0,6356.0,3489.0,0
MEG_1161|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,0,0,61148.0,5402.0,0,260.0,17.0,0,57.0,0,494.0,0,0,32.0,0,0,610.0,0,0,0,0,4395.0,53.0,0,44.0,0,18561.0,0,6195.0,290.0,0,0,0,474.0,0,1002.0,430.0,0,729.0,0,0,301.0,14739.0,0,1416.0,3637.0,5197.0,0,0,198.0,1200.0,14.0,13.0,0,1843.0,0,0,0,28.0,0,0,870.0,697.0,0
MEG_7059|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,185.0,0,1982.0,0,0,0,0,0,545.0,0,5978.0,1189.0,158.0,0,1405.0,0,0,0,0,9148.0,0,0,1991.0,0,67.0,465.0,97039.0,1080.0,0,431.0,0,0,0,5486.0,301.0,0,80.0,0,0,106442.0,38.0,0,29263.0,35.0,20.0,0,0,0,944.0,1057.0,1891.0,0,36539.0,61.0,0,0,64.0,444.0,15.0,18341.0,13170.0,101.0
MEG_1469|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|BMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1174|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,0,0,51585.0,6850.0,6.0,195.0,538.0,0,222.0,0,29.0,0,15.0,8.0,0,0,0,0,0,0,0,575.0,158.0,149.0,4.0,0,3675.0,0,275.0,121.0,4.0,0,58.0,10788.0,0,121.0,42.0,0,11017.0,0,0,25.0,82872.0,135.0,14.0,92545.0,72718.0,0,0,201.0,60.0,8.0,13.0,0,12.0,0,0,0,0,0,0,0,39.0,0
MEG_3199|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,16443.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417.0,0,0,0,0,0,0,0,0,0,2370.0,0,0,0,0,0,0,0,1136.0,0
MEG_2901|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,0,0,0,0,0,0,0,0,0,0,1054.0,0,0,0,2025.0,0,613.0,0,0,0,0,0,0,0,0,0,0,0,0,2973.0,0,100.0,0,0,0,0,495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,0,76.0,0,0,0,0
MEG_6127|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29435.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35279.0,0,483668.0,0,0,0,0,0,0,0,0,0,654061.0,0,0,0,0,0,0,384875.0,175854.0,0
MEG_6741|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,332.0,394.0,274.0,0,0,0,0,0,0,0,0,40.0,0,0,250.0,0,0,0,0,331.0,0,0,0,0,36.0,0,631.0,0,0,276.0,0,71.0,0,209.0,0,0,131.0,0,0,100.0,776.0,0,0,396.0,197.0,0,0,0,462.0,214.0,0,0,0,135.0,0,0,0,0,0,0,0,0
MEG_4627|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,6975.0,0,0,0,0,0,0,0,0,0,0,0,1722.0,0,0,480.0,24.0,0,0,0,0,0,0,0,23.0,0,0,0,0,17.0,0,0,26881.0,0,0,0,0,0,0,0,2219.0,0,31994.0,0,0,0,0,0,0,18304.0,10674.0,0
MEG_3601|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,115.0,0,15042.0,7894.0,239.0,178.0,456.0,111.0,197.0,0,43.0,0,23.0,3914.0,152.0,0,107.0,0,0,0,0,14674.0,141.0,339.0,7.0,0,3759.0,33.0,47540.0,123.0,180.0,20.0,62.0,10067.0,0,15692.0,45.0,0,13109.0,0,238.0,30208.0,33504.0,150.0,90.0,73113.0,36127.0,0,0,149.0,28023.0,8306.0,13.0,0,88.0,0,0,0,253.0,0,51.0,54.0,45.0,205.0
MEG_7370|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0,0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2757|Drugs|MLS|23S_rRNA_methyltransferases|ERM,0,0,63775.0,20856.0,276.0,249.0,890.0,0,162.0,0,34.0,0,314.0,0,0,0,0,0,0,0,0,52.0,143.0,666.0,24.0,0,9032.0,760.0,113.0,0,0,0,952.0,219573.0,0,41.0,0,0,108402.0,0,0,101.0,39779.0,684.0,273.0,232952.0,150118.0,0,0,139.0,23.0,33.0,54.0,0,241.0,0,0,0,0,0,0,184.0,226.0,0
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,95.0,0,145918.0,38077.0,22597.0,460.0,60.0,82.0,119.0,0,10798.0,7.0,225.0,16454.0,5626.0,0,18655.0,0,78.0,0,21.0,102686.0,101.0,84.0,150.0,583.0,40642.0,125.0,89627.0,6635.0,73.0,22925.0,67.0,31937.0,0,53659.0,9126.0,110.0,19106.0,0,107.0,47583.0,76434.0,187.0,1522.0,58629.0,90607.0,0,0,231.0,103549.0,54384.0,142.0,0,1820.0,20960.0,66.0,0,76.0,79067.0,129.0,968.0,847.0,29.0
MEG_6692|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,174.0,134.0,127.0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,431.0,0,0,112.0,0,31.0,0,127.0,0,0,53.0,0,0,0,481.0,0,88.0,244.0,89.0,0,0,0,270.0,97.0,0,0,79.0,47.0,0,0,0,0,0,70.0,0,0
MEG_5249|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,118.0,0,0,0,0,0,0,0,0,0,0,0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669.0,0,0,0,0,0,0,0,52.0,0,711.0,0,0,0,0,0,0,465.0,218.0,0
MEG_1866|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_790|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,3286.0,1288.0,369.0,0,0,0,0,0,107.0,0,329.0,536.0,261.0,0,0,0,0,0,0,1333.0,0,0,96.0,0,1075.0,25.0,2041.0,174.0,0,26.0,0,2976.0,0,1056.0,77.0,0,641.0,0,0,539.0,1746.0,0,744.0,3689.0,6982.0,0,0,0,3940.0,3100.0,82.0,0,937.0,49.0,0,0,0,572.0,0,550.0,285.0,0
MEG_1794|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4282|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.0,0,0,0,0,0,0,0,0,0,301.0,0,0,0,0,0,0,0,0,0
MEG_1992|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,105.0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815.0,0,0,0,0,0,0,0,0,0,1068.0,0,0,0,0,0,0,498.0,372.0,0
MEG_3288|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,32.0,0,62328.0,17862.0,7327.0,192.0,36.0,38.0,97.0,0,4659.0,0,106.0,6316.0,1953.0,0,7749.0,0,49.0,0,0,45681.0,64.0,24.0,47.0,268.0,16193.0,82.0,42338.0,2744.0,33.0,7621.0,33.0,15070.0,0,27630.0,4451.0,37.0,6984.0,0,48.0,18195.0,35693.0,82.0,622.0,29023.0,52918.0,0,0,106.0,42710.0,17743.0,71.0,0,795.0,7398.0,29.0,0,37.0,25784.0,69.0,396.0,288.0,17.0
MEG_4784|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.0,0,0,0,0,0,0,0,0,0,146.0,0,0,0,0,0,0,204.0,140.0,0
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,79.0,0,127769.0,22044.0,10913.0,397.0,69.0,51.0,145.0,0,8376.0,15.0,142.0,8849.0,2827.0,0,11995.0,0,84.0,0,14.0,72146.0,126.0,81.0,67.0,628.0,20840.0,114.0,70541.0,4505.0,38.0,10933.0,80.0,27782.0,0,41693.0,6324.0,98.0,12074.0,0,126.0,26778.0,55440.0,204.0,911.0,45921.0,74796.0,0,0,246.0,77184.0,25787.0,62.0,0,1261.0,10276.0,67.0,0,72.0,40079.0,129.0,515.0,393.0,27.0
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,363.0,7327.0,1101.0,3482.0,0,0,0,0,1352.0,236263.0,462.0,754.0,2489.0,42342.0,0,796683.0,998.0,2101.0,0,1609.0,56586.0,0,0,228.0,1058.0,473.0,142.0,50084.0,603106.0,0,14324.0,0,10143.0,0,31950.0,361569.0,1479.0,832.0,0,0,13788.0,19153.0,0,17357.0,39546.0,5812.0,0,0,0,20967.0,3934.0,423.0,0,17105.0,20014.0,180.0,0,0,7593.0,183.0,10820.0,6035.0,0
MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,590.0,0,13910.0,0,0,0,0,0,0,0,26090.0,0,2580.0,0,831.0,1236.0,31662.0,0,0,1275.0,0,24825.0,0,0,1967.0,285.0,0,1531.0,36111.0,50223.0,608.0,0,0,0,1256.0,23072.0,31636.0,0,0,1248.0,555.0,2015.0,12166.0,0,310661.0,16012.0,2792.0,1264.0,1476.0,0,23597.0,0,4197.0,1552.0,433732.0,0,0,906.0,778.0,339.0,708.0,257287.0,110421.0,0
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,18745.0,9975.0,2607.0,35.0,10.0,0,25.0,0,1674.0,0,9073.0,1419.0,985.0,0,1359.0,0,18.0,0,0,8715.0,0,0,2624.0,20.0,8639.0,794.0,3405.0,590.0,0,776.0,0,3114.0,0,2909.0,771.0,0,3913.0,0,0,1998.0,8798.0,0,31370.0,8854.0,7461.0,0,0,31.0,1886.0,4830.0,3518.0,0,36833.0,6797.0,0,0,0,5427.0,0,22775.0,10689.0,0
MEG_6969|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,652.0,71.0,38516.0,3842.0,14208.0,118.0,0,268.0,0,191.0,97304.0,0,10943.0,18637.0,34063.0,0,284723.0,171.0,232.0,0,190.0,133194.0,65.0,0,2566.0,201.0,1420.0,1454.0,129419.0,171571.0,707.0,9732.0,37.0,6439.0,0,118778.0,222282.0,285.0,1515.0,0,556.0,70930.0,38549.0,0,116629.0,19516.0,6664.0,0,0,0,134059.0,33397.0,6628.0,0,128101.0,11101.0,435.0,0,532.0,6921.0,633.0,87484.0,38987.0,380.0
MEG_6979|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.0,0,0,0,0,0,0,224.0,0,0,0,0,0,0,172.0,342.0,0,0,0,0,0,325.0,0,0,0,0,0,0,0,0,2566.0,0,62.0,0,0,0,120.0,230.0,0,0,3524.0,0,0,0,0,0,0,1951.0,1334.0,0
MEG_7121|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,118495.0,16264.0,377.0,398.0,95.0,0,213.0,0,14488.0,0,113.0,922.0,4988.0,0,118651.0,0,0,0,0,11774.0,124.0,249.0,0,0,19504.0,71.0,10413.0,31307.0,0,803.0,61.0,13580.0,0,5464.0,32148.0,0,5221.0,0,0,3711.0,106025.0,237.0,3664.0,245459.0,186083.0,0,0,454.0,5489.0,3885.0,74.0,0,3902.0,442.0,0,0,0,1307.0,0,2084.0,1449.0,0
MEG_333|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,31084.0,0,0,0,0,0,0,0,0,7377.0,0,0,7608.0,0,0,2236.0,20566.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309055.0,0,0,0,0,0,0,0,8651.0,0,376654.0,0,0,0,0,0,0,213263.0,124452.0,0
MEG_344|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0,0,0,0,0,0,0,0,0,0,103.0,0,0,0,0,0,0,73.0,0,0
MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,2838.0,616.0,270.0,0,0,0,0,0,138.0,0,759.0,393.0,227.0,0,0,0,0,0,0,1410.0,0,0,191.0,0,577.0,0,1953.0,200.0,0,0,0,1576.0,0,1087.0,105.0,0,427.0,0,0,350.0,1304.0,0,3757.0,3530.0,3762.0,0,0,0,3698.0,2028.0,178.0,0,4407.0,31.0,0,0,0,384.0,0,2585.0,1455.0,0
MEG_7226|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,845.0,635.0,12467.0,2663.0,18524.0,60.0,41.0,340.0,98.0,2265.0,264842.0,379.0,1701.0,13188.0,75891.0,0,486087.0,1399.0,3403.0,0,1534.0,126980.0,117.0,49.0,445.0,1757.0,528.0,211.0,153981.0,702171.0,1335.0,17670.0,84.0,5433.0,0,117062.0,459828.0,1220.0,1239.0,0,1270.0,58024.0,16930.0,0,22429.0,9772.0,2303.0,0,0,0,97807.0,22274.0,908.0,0,28249.0,41581.0,1468.0,0,909.0,16204.0,1016.0,16686.0,8254.0,1106.0
MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,59.0,0,317.0,1014.0,43.0,324.0,58.0,23.0,200.0,0,0,0,0,38.0,0,0,0,0,0,0,0,191.0,291.0,159.0,0,0,232.0,0,137.0,0,64.0,0,31.0,171.0,0,143.0,0,0,77.0,0,55.0,0,720.0,0,0,250.0,0,0,0,92.0,0,0,0,0,0,0,17.0,0,85.0,0,76.0,0,0,36.0
MEG_7452|Drugs|Glycopeptides|VanA-type_regulator|VANRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,0,0,0,0,0,111.0,0,0,0,0,0,0,60.0,20.0,0
MEG_7838|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_SMR_efflux_pump|YKKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,0,0,0,0,0,0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,52.0,0
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,99.0,0,160325.0,42748.0,34466.0,720.0,106.0,118.0,257.0,0,12477.0,0,323.0,18301.0,7960.0,0,18419.0,0,165.0,0,0,129722.0,244.0,105.0,215.0,907.0,50716.0,145.0,108968.0,6158.0,72.0,30848.0,96.0,38563.0,0,54280.0,10957.0,154.0,21004.0,0,125.0,72844.0,78675.0,208.0,1901.0,55422.0,85022.0,0,0,391.0,88895.0,60405.0,165.0,0,2344.0,32067.0,131.0,0,168.0,106349.0,214.0,1241.0,908.0,59.0
MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,75.0,0,71553.0,66877.0,36483.0,309.0,38.0,0,258.0,0,52.0,0,878.0,11585.0,4497.0,0,0,0,0,0,0,70305.0,165.0,32.0,336.0,0,29630.0,127.0,82494.0,3810.0,172.0,0,87.0,13806.0,0,46880.0,35.0,0,8049.0,0,0,82238.0,83633.0,55.0,4688.0,23619.0,35816.0,0,0,185.0,309.0,3033.0,369.0,0,5800.0,0,203.0,0,85.0,90.0,110.0,2941.0,2232.0,159.0
