SRR4425674.kraken.filtered.report,SRR4425663.kraken.filtered.report,SRR4425666.kraken.filtered.report,SRR4425692.kraken.filtered.report,SRR4425683.kraken.filtered.report,SRR4425709.kraken.filtered.report,SRR4425690.kraken.filtered.report,SRR4425688.kraken.filtered.report,SRR4425719.kraken.filtered.report,SRR4425681.kraken.filtered.report,SRR4425710.kraken.filtered.report,SRR4425687.kraken.filtered.report,SRR4425711.kraken.filtered.report,SRR4425661.kraken.filtered.report,SRR4425658.kraken.filtered.report,SRR4425660.kraken.filtered.report,SRR4425662.kraken.filtered.report,SRR4425697.kraken.filtered.report,SRR4425678.kraken.filtered.report,SRR4425718.kraken.filtered.report,SRR4425684.kraken.filtered.report,SRR4425659.kraken.filtered.report,SRR4425696.kraken.filtered.report,SRR4425689.kraken.filtered.report,SRR4425715.kraken.filtered.report,SRR4425694.kraken.filtered.report,SRR4425712.kraken.filtered.report,SRR4425695.kraken.filtered.report,SRR4425691.kraken.filtered.report,SRR4425664.kraken.filtered.report,SRR4425713.kraken.filtered.report,SRR4425703.kraken.filtered.report,SRR4425682.kraken.filtered.report,SRR4425685.kraken.filtered.report,SRR4425698.kraken.filtered.report,SRR4425714.kraken.filtered.report,SRR4425706.kraken.filtered.report,SRR4425665.kraken.filtered.report,SRR4425702.kraken.filtered.report,SRR4425701.kraken.filtered.report,SRR4425656.kraken.filtered.report,SRR4425686.kraken.filtered.report
"Bacteria|NA|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae|Nitrospira|Nitrospira defluvii",0.0,39.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,20.0,0.0
"Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales",0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
"Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Sebaldella|Sebaldella termitidis",0.0,21.0,27.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,36.0,0.0
"Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium",0.0,10.0,18.0,1.0,14.0,0.0,0.0,2.0,0.0,129.0,8.0,10.0,0.0,2.0,0.0,76.0,44.0,0.0,0.0,0.0,0.0,15.0,347.0,1.0,105.0,2.0,1.0,3.0,1.0,21.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,491.0
"Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium mortiferum",0.0,1.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,423.0,51.0,0.0,0.0,3.0,0.0,162.0,163.0,0.0,0.0,0.0,0.0,7.0,1099.0,0.0,299.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,1715.0
"Bacteria|NA|Chrysiogenetes|Chrysiogenetes|Chrysiogenales|Chrysiogenaceae|Desulfurispirillum|Desulfurispirillum indicum",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Archaea",0.0,98.0,71.0,94.0,0.0,0.0,99.0,10.0,46.0,87.0,0.0,39.0,0.0,2.0,0.0,14.0,9.0,0.0,0.0,34.0,0.0,18.0,72.0,18.0,0.0,91.0,10.0,18.0,37.0,64.0,2.0,0.0,131.0,0.0,0.0,2.0,0.0,99.0,0.0,0.0,69.0,0.0
"Archaea|NA|Euryarchaeota",0.0,449.0,260.0,442.0,0.0,0.0,622.0,89.0,355.0,596.0,0.0,291.0,0.0,39.0,0.0,230.0,142.0,0.0,0.0,264.0,0.0,258.0,476.0,141.0,0.0,366.0,63.0,123.0,207.0,283.0,66.0,0.0,1001.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,329.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia",0.0,272.0,202.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,161.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,256.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales",0.0,346.0,182.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,163.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,299.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosaetaceae|Methanothrix",0.0,397.0,273.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,205.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,0.0,0.0,375.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosaetaceae|Methanothrix|Methanothrix soehngenii",0.0,63205.0,40780.0,56040.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,2.0,5.0,0.0,2.0,6.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,48003.0,2.0,0.0,22725.0,25092.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,77591.0,0.0,0.0,43589.0,1.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosaetaceae|Methanothrix|Methanosaeta harundinacea",0.0,12.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,5.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae",0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina",0.0,29.0,15.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,18.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina mazei",0.0,10.0,11.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,7.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina barkeri",0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanomethylovorans|Methanomethylovorans hollandica",0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanomicrobiales",0.0,17.0,10.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,20.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanospirillaceae|Methanospirillum|Methanospirillum hungatei",0.0,1500.0,1156.0,1848.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355.0,1.0,0.0,486.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3304.0,0.0,0.0,1545.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanomicrobiaceae",0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanomicrobiaceae|Methanoculleus",0.0,279.0,171.0,179.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,120.0,5.0,0.0,63.0,77.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,0.0,0.0,104.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanomicrobiaceae|Methanoculleus|Methanoculleus sp. MAB1",0.0,85.0,27.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,17.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,37.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanomicrobiaceae|Methanoculleus|Methanoculleus bourgensis",0.0,21.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,7.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanomicrobiaceae|Methanoculleus|Methanoculleus marisnigri",0.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanoregulaceae|Methanolinea|Methanolinea tarda",0.0,19.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,3.0,0.0
"Archaea|NA|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanoregulaceae|Methanoregula|Methanoregula formicica",0.0,5.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,8.0,0.0
"Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales",0.0,5.0,0.0,7.0,0.0,0.0,154.0,11.0,123.0,86.0,0.0,59.0,0.0,13.0,0.0,28.0,32.0,0.0,0.0,45.0,0.0,59.0,71.0,28.0,0.0,2.0,14.0,20.0,2.0,0.0,14.0,0.0,170.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0
"Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae",0.0,24.0,9.0,47.0,0.0,1.0,1225.0,123.0,496.0,701.0,0.0,515.0,0.0,59.0,0.0,272.0,170.0,0.0,0.0,417.0,0.0,339.0,628.0,249.0,0.0,38.0,74.0,126.0,11.0,3.0,32.0,0.0,1375.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,40.0,0.0
"Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter",0.0,109.0,70.0,239.0,0.0,0.0,3779.0,415.0,1613.0,4858.0,0.0,1875.0,0.0,155.0,0.0,1204.0,588.0,0.0,0.0,1419.0,0.0,1556.0,3871.0,896.0,0.0,245.0,261.0,755.0,84.0,25.0,199.0,0.0,8716.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,235.0,0.0
"Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter smithii",0.0,423.0,272.0,742.0,0.0,0.0,1.0,1.0,0.0,17352.0,1.0,0.0,0.0,644.0,0.0,4962.0,2463.0,0.0,0.0,0.0,0.0,6641.0,13424.0,0.0,0.0,774.0,1.0,2799.0,281.0,127.0,0.0,0.0,30879.0,1.0,0.0,0.0,0.0,968.0,0.0,0.0,758.0,1.0
"Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter sp. AbM4",0.0,14.0,0.0,0.0,0.0,0.0,25775.0,2354.0,11188.0,130.0,0.0,9685.0,0.0,1.0,0.0,79.0,6.0,0.0,0.0,9649.0,1.0,82.0,4.0,5464.0,0.0,0.0,1444.0,3.0,1.0,2.0,1197.0,0.0,233.0,0.0,0.0,1.0,0.0,56.0,0.0,0.0,0.0,0.0
"Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter millerae",0.0,3.0,0.0,0.0,0.0,0.0,962.0,218.0,519.0,0.0,0.0,1639.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1054.0,0.0,3.0,0.0,565.0,1.0,0.0,299.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
"Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobacterium",0.0,24.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,30.0,0.0
"Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobacterium|Methanobacterium formicicum",0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0
"Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanosphaera|Methanosphaera stadtmanae",0.0,3.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,11.0,0.0,3.0,2.0,1.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
"Archaea|NA|Euryarchaeota|Thermoplasmata|Methanomassiliicoccales|Methanomassiliicoccaceae|Candidatus Methanomethylophilus|Candidatus Methanomethylophilus alvus",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,65.0,0.0,268.0,65.0,0.0,0.0,0.0,0.0,90.0,101.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
"Viruses|NA|NA|NA|NA|NA|NA|uncultured crAssphage",0.0,134.0,147.0,150.0,70.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,103.0,0.0,0.0,35.0,29.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,310.0,0.0,0.0,101.0,5.0
"Viruses|NA|NA|NA|Caudovirales|Myoviridae",0.0,20.0,8.0,8.0,151.0,0.0,0.0,0.0,1.0,973.0,22.0,0.0,7.0,0.0,0.0,180.0,12.0,0.0,0.0,0.0,178.0,1.0,67.0,0.0,79.0,13.0,0.0,16.0,2.0,0.0,0.0,0.0,17.0,223.0,0.0,10.0,0.0,36.0,0.0,0.0,7.0,169.0
"Viruses|NA|NA|NA|Caudovirales|Myoviridae|Kp15virus",0.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0
"Viruses|NA|NA|NA|Caudovirales|Myoviridae|V5virus",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,0.0,2.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,9.0,0.0,0.0,3.0,0.0
"Viruses|NA|NA|NA|Caudovirales|Myoviridae|Elvirus|Pseudomonas virus EL",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Viruses|NA|NA|NA|Caudovirales|Myoviridae|NA|Lactobacillus virus LP65",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Viruses|NA|NA|NA|Caudovirales|Myoviridae|Pbunavirus",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Yuavirus",0.0,23.0,13.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,9.0,0.0
"Viruses|NA|NA|NA|Caudovirales|Siphoviridae",0.0,9.0,8.0,3.0,14.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,16.0
"Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Septima3virus",0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0
"Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Gordonia phage GMA4",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Viruses|NA|NA|NA|Caudovirales|Podoviridae|T7virus",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
"Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus gilvus",0.0,0.0,5.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,294.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,187.0
"Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sobrinus",0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
"Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,693.0,7.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,915.0,0.0,3.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus macedonicus",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
"Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus brevis",0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus plantarum",0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella",0.0,0.0,4.0,2.0,40.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,19.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus capitis",0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,3.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Macrococcus",0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus paralicheniformis",0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
